role,rank,pid,phase,execution_op,batch_id,id,operator,items,input_shapes,input_dtypes,inputs,cpu_range_ns,gpu_kernel_ns,gpu_kernel_count
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2635,vllm.unified_attention_with_output.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 8, 128], [1, 1, 128], [1, 1, 128], [1, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 8, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 128, 1]}, {""argument"": ""args[1]"", ""shape"": [1, 1, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [128, 128, 1]}, {""argument"": ""args[2]"", ""shape"": [1, 1, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [128, 128, 1]}, {""argument"": ""args[3]"", ""shape"": [1, 8, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 128, 1]}]",296188,25184,4
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2636,aten.view.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 8, 128]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 8, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 128, 1]}]",9501,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2637,aten.linear.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 1024], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 1]}, {""argument"": ""args[1]"", ""shape"": [2048, 1024], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 1]}]",65866,14656,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2638,vllm.all_reduce.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}]",101093,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2639,pynccl.all_reduce,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}]",78836,9792,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2640,aten.detach.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]",[[2048]],"[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1]}]",8276,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2641,_C.fused_add_rms_norm.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}, {""argument"": ""args[1]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}, {""argument"": ""args[2]"", ""shape"": [2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1]}]",23354,2720,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2642,aten.linear.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}, {""argument"": ""args[1]"", ""shape"": [11008, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}]",61145,96896,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2643,aten.empty.memory_format,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]",[],[],[],22541,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2644,_C.silu_and_mul.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 5504], [1, 11008]]","[""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 5504], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [5504, 1]}, {""argument"": ""args[1]"", ""shape"": [1, 11008], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [11008, 1]}]",18925,3808,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2645,aten.linear.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 5504], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [5504, 1]}, {""argument"": ""args[1]"", ""shape"": [2048, 5504], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [5504, 1]}]",59294,58240,2
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2646,vllm.all_reduce.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}]",102931,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2647,pynccl.all_reduce,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}]",63173,23136,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2648,aten.detach.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]",[[2048]],"[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1]}]",8299,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2649,_C.fused_add_rms_norm.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}, {""argument"": ""args[1]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}, {""argument"": ""args[2]"", ""shape"": [2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1]}]",19452,2848,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2650,aten.linear.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}, {""argument"": ""args[1]"", ""shape"": [1280, 2048], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [2048, 1]}, {""argument"": ""args[2]"", ""shape"": [1280], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1]}]",52142,14048,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2651,aten.split_with_sizes.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 1280]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 1280], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1280, 1]}]",13621,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2652,_C.rotary_embedding.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1], [1, 1024], [1, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1], ""dtype"": ""torch.int64"", ""device"": ""cuda:0"", ""stride"": [1]}, {""argument"": ""args[1]"", ""shape"": [1, 1024], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1280, 1]}, {""argument"": ""args[2]"", ""shape"": [1, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1280, 1]}, {""argument"": ""args[4]"", ""shape"": [32768, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [128, 1]}]",21408,2528,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2653,aten.zeros.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]",[],[],[],37740,1216,1
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2654,aten.view.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 1024]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 1024], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1280, 1]}]",10152,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2655,aten.view.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 1024]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 1024], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 1]}]",5317,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2656,aten.view.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 128]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1280, 1]}]",5172,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2657,aten.view.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 128]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1280, 1]}]",14214,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2658,vllm.unified_attention_with_output.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 8, 128], [1, 1, 128], [1, 1, 128], [1, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 8, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 128, 1]}, {""argument"": ""args[1]"", ""shape"": [1, 1, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [128, 128, 1]}, {""argument"": ""args[2]"", ""shape"": [1, 1, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [128, 128, 1]}, {""argument"": ""args[3]"", ""shape"": [1, 8, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 128, 1]}]",188721,23456,3
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2659,aten.view.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 8, 128]]","[""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 8, 128], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 128, 1]}]",8605,0,0
cloud,0,12004,decode,forward,1b568f0abcd7458bbc1ba199895d72de,optrace:12004:2660,aten.linear.default,"[{""request_id"": ""320e240bbb254f3a901cb562e8db2df7"", ""position"": 4096, ""query_len"": 1}]","[[1, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]","[{""argument"": ""args[0]"", ""shape"": [1, 1024], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 1]}, {""argument"": ""args[1]"", ""shape"": [2048, 1024], ""dtype"": ""torch.float16"", ""device"": ""cuda:0"", ""stride"": [1024, 1]}]",51285,13056,1
